,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms??,EE,LV,LT,FRE
03-07-2015,83.14,79.26,79.26,79.26,79.26,130.29,227.98,227.98,78.77,78.77,78.77,79.26,79.26,81.97,130.29,356.95,356.95,
04-07-2015,73.95,71.4,71.4,71.4,71.4,71.4,249.04,249.04,70.19,70.19,70.19,71.4,71.4,71.4,71.4,322.52,322.52,
05-07-2015,84.1,82.33,82.33,82.33,82.33,111.42,147.55,147.55,82.33,82.64,82.33,82.33,82.33,82.33,159.04,309.33,309.33,
06-07-2015,82.27,76.65,76.65,76.65,76.65,304.25,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,307.27,325.83,325.83,
07-07-2015,80.51,75.15,75.15,75.15,75.15,249.85,187.76,187.76,75.15,75.15,75.15,75.15,75.15,74.87,249.85,337.96,337.96,
08-07-2015,65.9,60.28,60.28,60.28,60.28,269.5,60.28,60.28,60.28,60.28,60.28,60.28,60.28,60.09,269.5,331.57,331.57,
09-07-2015,46.52,42.33,42.33,42.33,42.33,194.55,42.33,42.33,42.33,42.33,42.33,43.58,43.58,43.58,194.55,289.33,289.33,
10-07-2015,47.03,40.41,40.41,40.41,40.41,263.92,40.41,40.41,40.41,40.41,40.41,40.5,40.5,41.13,263.92,318.35,318.35,
11-07-2015,67.63,63.16,63.16,63.16,63.16,146.56,162.93,162.93,63.16,63.16,63.16,63.16,63.16,57.48,155.53,240.05,240.05,
12-07-2015,62.91,63.24,63.24,63.24,63.24,131.83,75.08,75.08,63.24,63.24,63.24,63.24,63.24,57.02,139.46,261.31,261.31,
13-07-2015,85.92,83.62,83.62,83.62,83.62,310.16,144.65,144.65,83.62,83.62,83.62,82.1,82.1,62.59,310.76,358.93,358.93,
14-07-2015,90.45,86.05,86.05,86.05,86.05,282.77,132.99,151.44,86.05,86.05,86.05,86.05,86.05,66.57,282.77,342.44,342.44,
15-07-2015,76.33,74.22,74.22,74.22,74.22,237.82,74.22,74.22,74.22,74.22,74.22,74.22,74.22,64.25,237.82,363.82,363.82,
16-07-2015,92.04,81.88,81.88,81.88,81.88,228.24,234.52,234.52,81.88,81.88,81.88,81.58,81.58,78.88,228.24,352.1,352.1,
17-07-2015,77.41,73.93,73.93,73.93,73.93,261.53,74.84,76.29,73.93,73.93,73.93,73.93,73.93,73.93,261.53,301.84,301.84,
18-07-2015,51.86,48,48,48,48,144.68,48,48,48,48,48,48,48,48,182.75,289.47,289.47,
19-07-2015,68.89,66.6,66.6,66.6,66.6,136.51,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,144.04,273.9,273.9,
20-07-2015,78.99,72.26,72.26,72.26,72.26,299.71,91.23,91.23,69.82,69.82,69.82,72.26,72.26,72.26,299.71,346.64,346.64,
21-07-2015,69.5,65.12,65.12,65.12,65.12,205.05,65.12,65.12,65.12,65.12,65.12,65.12,65.12,65.12,205.05,305.46,305.46,
22-07-2015,76.75,73.67,73.67,73.67,73.67,227.65,93.36,93.36,72.61,72.61,72.61,73.05,73.05,73.05,227.65,310.04,310.04,
23-07-2015,72.61,69.18,69.18,69.18,69.18,218.07,61.6,69.18,69.18,69.18,69.18,69.18,69.18,69.18,218.07,400.23,400.23,
24-07-2015,76.69,70.49,70.49,70.49,70.49,257.53,152.6,152.6,70.49,70.49,70.49,70.49,70.49,70.49,257.53,379.46,379.46,
25-07-2015,52.83,48.34,48.34,48.34,48.34,190.73,48.34,48.34,48.34,48.34,48.34,48.34,48.34,48.34,190.73,365.98,365.98,
26-07-2015,28.98,26.19,26.19,26.19,26.19,66.8,20.39,26.19,27.23,27.23,27.23,30.58,30.58,30.58,66.8,330.26,330.26,
27-07-2015,72.05,68.86,68.86,68.86,68.86,180.13,78.7,78.7,68.86,68.86,68.86,68.86,68.86,68.86,180.13,340.9,340.9,
28-07-2015,73.73,68.93,68.93,68.93,68.93,255.61,78.52,78.52,68.93,68.93,68.93,68.93,68.93,68.93,255.61,353.39,353.39,
29-07-2015,59.51,57.03,57.03,57.03,57.03,202.74,57.03,57.03,57.03,57.03,57.03,57.03,57.03,57.03,202.74,369.79,369.79,
30-07-2015,55.81,53.44,53.44,53.44,53.44,193.37,56.57,56.57,53.44,54.93,53.44,53.44,53.44,53.25,193.37,341.49,341.49,
31-07-2015,48.01,46.25,46.25,46.25,46.25,155.48,47.3,47.3,46.25,47.3,46.25,46.25,46.25,46.25,155.48,319.67,319.67,
01-08-2015,50.03,47,47,47,47,47,104.54,104.54,48.93,62.02,48.93,47,47,47,47,288.63,288.63,
02-08-2015,56.13,51.16,51.16,51.16,51.16,51.16,95.62,95.62,51.68,65.36,51.68,51.16,51.16,51.16,51.16,301.09,301.09,
03-08-2015,69.06,58.26,58.26,97.33,97.33,200.92,97.33,97.56,69.63,69.63,69.63,58.26,58.26,58.26,205.29,329.28,329.28,
04-08-2015,63.92,53.99,53.99,100.53,100.53,236.66,100.53,100.53,64.62,64.62,64.62,53.99,53.99,53.99,241.03,335.43,335.43,
05-08-2015,67.18,57.23,57.23,113.98,113.98,219.64,175.54,175.54,64.71,64.8,64.71,57.23,57.23,57.23,219.64,342.61,342.61,
06-08-2015,64.53,63.95,63.95,112.41,112.41,183.66,112.41,112.41,61.36,61.36,56.38,61.63,61.63,61.63,183.66,353.6,353.6,
07-08-2015,61.9,62.85,62.85,62.85,62.85,210.73,190.82,190.82,59.92,63.04,44.05,62.85,62.85,62.85,210.73,355.78,355.78,
08-08-2015,47.28,43.03,43.03,43.03,43.03,84.86,65.24,176.32,43.03,65.24,42.84,43.03,43.03,43.03,90.6,336.99,336.99,
09-08-2015,58.51,52.09,52.09,52.09,52.09,203.07,96.54,169.19,52.09,74.2,45.79,52.09,52.09,52.09,205.98,330.49,330.49,
10-08-2015,87.01,66.82,66.82,131.42,131.42,292.62,318.17,322.68,72.12,76.16,47.43,66.82,66.82,66.82,292.62,383.48,383.48,
11-08-2015,78.04,63.24,63.24,67.2,67.2,272.1,276.87,308.88,67.2,77.52,64.83,63.24,63.24,61.55,272.1,417.99,417.99,
12-08-2015,87.01,89.28,89.28,89.28,89.28,310.83,270.09,270.34,72.53,81.23,69.86,66.14,66.14,63.73,310.83,451.2,451.2,
13-08-2015,94.39,71.9,71.9,262.39,262.39,285.34,280.2,295.48,84.28,87.26,77.16,71.9,71.9,71.9,285.34,424.71,424.71,
14-08-2015,80.72,75.54,75.54,75.67,75.67,251.02,72.83,160.39,75.92,76.17,75.9,75.54,75.54,72.69,251.02,382.85,382.85,
15-08-2015,81.78,78.64,78.64,78.64,78.64,202.86,178.53,206.04,78.64,83.4,78.64,78.64,78.64,64.67,202.86,327.74,327.74,
16-08-2015,83.1,82.16,82.16,82.16,82.16,95.44,104.48,196.98,82.16,84.92,82.16,82.16,82.16,67.18,95.44,326.13,326.13,
17-08-2015,88.64,84.76,84.76,85.35,85.35,274.92,85.35,85.35,85.35,85.35,85.35,84.76,84.76,77.1,274.92,333.82,333.82,
18-08-2015,96.02,90.25,90.25,90.25,90.25,270.37,90.17,90.25,90.17,90.17,90.17,90.26,90.26,78.73,270.37,324.74,324.74,
19-08-2015,132.31,172.91,172.91,228.15,228.15,301.62,228.15,228.46,102.21,102.21,102.21,162.12,162.12,69.25,301.62,340.32,340.32,
20-08-2015,159.82,255.38,255.38,255.38,255.38,289.98,255.38,256.01,122.55,122.55,121.16,187.36,187.36,83.76,289.98,370.71,370.71,
21-08-2015,148.77,165.71,165.71,184.79,184.79,300.32,191.87,192.25,121.44,121.44,121.44,160.97,160.97,127.14,300.32,360.56,360.56,
22-08-2015,130.16,144.3,144.3,144.3,144.3,232.35,150.02,150.02,111.12,111.12,111.12,144.3,144.3,144.3,232.35,315.95,315.95,
23-08-2015,120.02,125.73,125.73,125.73,125.73,238.37,115.21,125.73,112.44,112.44,112.44,125.73,125.73,110.45,238.37,333.11,333.11,
24-08-2015,148.87,171.94,171.94,171.94,171.94,355.68,168.65,171.94,115.29,115.29,109.92,169.96,169.96,141.09,355.68,379.12,379.12,
25-08-2015,135.7,156.09,156.09,156.09,156.09,277.15,153.41,156.09,105.42,105.42,102.32,150.59,150.59,123.68,277.15,333.53,333.53,
26-08-2015,136.65,179.48,179.48,179.48,179.48,269.9,179.48,179.48,101.63,101.63,101.63,179.48,179.48,119.02,269.9,331.38,331.38,
27-08-2015,119.61,131.5,131.5,131.5,131.5,270.84,131.27,131.5,87.22,87.22,87.22,131.5,131.5,129.22,270.84,326.96,326.96,
28-08-2015,120.36,138.32,138.32,138.32,138.32,230.88,195.53,195.53,83.41,83.41,83.41,138.32,138.32,131.33,230.88,319.3,319.3,
29-08-2015,103.91,124.34,124.34,124.34,124.34,198.31,159.32,163.72,88.52,88.52,88.52,124.34,124.34,124.34,198.31,305.37,305.37,
30-08-2015,113.9,143.35,143.35,143.35,143.35,235.27,191.12,191.12,83.95,83.95,83.95,143.31,143.31,139.16,235.27,328.24,328.24,
31-08-2015,134.69,234.82,234.82,234.82,234.82,306.67,234.34,239.42,87.94,87.94,87.94,182.64,182.64,149.21,306.67,344.18,344.18,
01-09-2015,122.84,219.05,219.05,219.05,219.05,267.61,204.02,221.82,75.57,75.57,75.57,148.79,148.79,133.75,267.61,323.99,323.99,
02-09-2015,120.16,139.43,139.43,139.43,139.43,246.38,84.76,139.43,81.53,81.53,81.53,139.19,139.19,135.32,246.38,306.39,306.39,
03-09-2015,132.45,279.37,279.37,279.37,310.41,287.12,165.73,310.95,78.72,78.72,78.72,168.64,168.64,160.55,275.47,317.04,317.04,
04-09-2015,144.32,196.76,196.76,196.76,249.72,254.82,208.12,263.19,88.31,88.31,88.31,195.91,195.91,168.49,254.82,329.81,329.81,
05-09-2015,113.21,140.25,140.25,140.25,140.25,180.53,80.91,140.25,77.06,77.06,77.06,141.76,141.76,141.76,180.53,275.84,275.84,
06-09-2015,82.46,107.03,107.03,107.03,107.03,145.51,38.99,107.03,56.41,56.41,56.41,135.18,135.18,134.94,145.51,301.33,301.33,
07-09-2015,153.88,190.82,190.82,190.82,230.18,228.73,207.63,230.18,112.75,112.75,112.75,170.46,170.46,161.88,228.73,308.35,308.35,
08-09-2015,160.39,170.81,170.81,170.81,238.37,275.33,227.93,239.06,115.81,115.81,115.81,170.81,170.81,169.48,275.33,324.29,324.29,
09-09-2015,160.93,192.56,199.61,204.81,239.91,277.82,240.86,240.86,109.81,109.81,109.81,199.61,199.61,168.27,277.82,328.88,328.88,
10-09-2015,162.89,193.47,218.91,218.91,235.49,285.27,228.09,235.49,100.29,100.29,100.29,179.73,179.73,174.04,285.27,343.32,343.32,
11-09-2015,150.2,182.43,182.43,182.43,182.43,257.71,141.54,182.43,96.52,96.52,96.52,165.95,165.95,165.49,257.71,329.96,329.96,
12-09-2015,122.13,155.61,155.61,155.61,155.61,193.53,110.28,172.29,95.47,95.47,95.47,155.61,155.61,155.61,193.53,277.67,277.67,
13-09-2015,127.24,153.82,153.82,153.82,153.82,177.64,142.61,157.53,102.36,102.36,102.36,153.82,153.82,153.82,177.64,281.18,281.18,
14-09-2015,143.62,146.93,146.93,146.93,146.93,256.14,140.41,149,110.02,110.02,110.02,149.99,149.99,149.01,256.14,297.55,297.55,
15-09-2015,138.8,138.73,138.73,138.73,138.73,283.6,115.32,138.73,102.3,102.3,102.3,157.2,157.2,156.51,283.6,309.79,309.79,
16-09-2015,151.72,195.63,195.63,207.47,207.47,310,149.56,207.47,97.89,97.89,97.89,164.8,164.8,164.64,310,323.51,323.51,
17-09-2015,139.89,144.26,144.26,144.26,144.26,277.04,113.2,144.26,104.51,104.51,104.51,166.32,166.32,151.22,277.04,373.63,373.63,
18-09-2015,109.45,120.24,120.24,120.24,120.24,133.97,112.13,125.64,86.1,86.1,86.1,162.48,162.48,149.18,133.97,339.86,339.86,
19-09-2015,98.58,117.24,117.24,117.24,117.24,144.47,124.07,124.07,82.19,82.19,82.19,117.24,117.24,117.24,144.47,309.33,309.33,
20-09-2015,111.15,127.61,127.61,127.61,127.61,192.51,121.44,127.61,95.86,95.86,95.86,127.61,127.61,127.61,192.51,318.97,318.97,
21-09-2015,155.77,167.52,167.52,167.52,167.52,287.09,243.91,192.53,103.68,103.68,103.68,169.64,169.64,169.21,287.09,359.43,359.43,
22-09-2015,138.27,148.74,148.74,148.74,148.74,244.39,161.37,165.45,99.66,99.66,99.66,162.65,162.65,162.61,244.39,374.72,374.72,
23-09-2015,141.18,151.03,151.03,151.03,151.03,216.05,272.21,242.54,99.83,99.83,99.83,164.18,164.18,163.99,216.05,360.75,360.75,
24-09-2015,124.67,138.41,138.41,138.41,138.41,225.34,134.73,206.93,99.36,99.36,99.36,149.73,149.73,148.64,225.34,404.02,404.02,
25-09-2015,113.8,114.1,114.1,114.1,114.1,232.54,114.1,237.01,100.54,100.54,100.54,134.17,134.17,134.17,232.54,394.94,394.94,
26-09-2015,108.75,106.19,106.19,106.19,106.19,227.94,106.19,160.65,105.04,105.04,105.04,108.14,108.14,108.14,227.94,319.13,319.13,
27-09-2015,109.58,110.19,110.19,110.19,110.19,190.12,127.71,127.71,107.48,107.48,107.48,111.43,111.43,111.43,190.12,302.06,302.06,
28-09-2015,132.22,140.71,140.71,140.71,140.71,275.83,218.34,218.34,108.77,108.77,108.77,140.71,140.71,138.84,275.83,351.17,351.17,
29-09-2015,123.05,130.86,130.86,130.86,130.86,274.22,215.28,217.87,103.77,103.77,103.77,130.86,130.86,130.48,274.22,357.48,357.48,
30-09-2015,113.08,111.47,111.47,111.47,111.47,258.46,202.39,232.63,99.41,99.41,99.41,111.47,111.47,111.47,258.46,372.47,372.47,
01-10-2015,101.01,96.78,96.78,96.78,96.78,217.64,157.57,176.54,96.74,96.74,96.74,97.44,97.44,97.44,217.64,348.14,348.14,
02-10-2015,87.68,81.29,81.29,81.29,81.29,211.57,167.35,167.35,81.29,81.29,81.29,81.29,81.29,81.29,211.57,315.28,315.28,
03-10-2015,94.86,93.55,93.55,93.67,93.67,125.71,166.84,166.84,93.67,93.67,93.67,93.55,93.55,93.55,183.05,249.18,249.18,
04-10-2015,101.57,97.95,97.95,100.57,100.57,116.51,186.55,186.55,100.57,100.57,100.57,97.95,97.95,97.95,189.53,224.86,224.86,
05-10-2015,120.68,123.24,123.24,123.24,171.22,242.83,231.76,231.76,109.81,109.81,109.81,123.24,123.24,114.67,242.83,368.9,368.9,
06-10-2015,103.24,98.83,98.83,98.83,98.83,240.52,98.83,98.83,98.83,98.83,98.83,100.27,100.27,100.18,240.52,348.42,348.42,
07-10-2015,116.44,107.95,107.95,107.95,107.95,449.42,107.95,107.95,107.95,107.95,107.95,112.06,112.06,112.06,449.42,479.17,479.17,
08-10-2015,147.29,135.97,135.97,136.85,136.85,496.05,149.94,149.94,136.85,136.85,136.85,135.97,135.97,135.97,496.05,720,720,
09-10-2015,162.55,148.21,148.21,191.12,191.12,419.3,243.91,243.91,153.06,153.06,153.06,148.21,148.21,147.88,419.3,517.6,517.6,
10-10-2015,155.1,152.81,152.81,153.94,153.94,241.19,153.94,153.94,153.94,153.94,153.94,152.81,152.81,152.81,241.19,472.11,472.11,241.19
11-10-2015,150.81,150.18,150.18,150.18,150.18,177.04,150.17,150.49,150.18,150.18,150.18,150.18,150.18,150.18,177.04,483.38,483.38,177.04
12-10-2015,172.18,184.3,184.3,184.3,195.92,295.08,185.49,195.92,165.29,165.29,165.29,184.3,184.3,157.88,296.75,517.99,517.99,
13-10-2015,170.74,161.18,161.18,195.81,195.81,232.46,195.81,195.81,169.26,169.26,169.26,161.18,161.18,159.2,232.59,529.14,529.14,
14-10-2015,173.63,167.43,167.43,178.05,178.05,237.83,178.05,178.05,178.05,178.05,178.05,167.43,167.43,157.74,237.83,860.33,860.33,
15-10-2015,175.99,172.11,172.11,175.63,175.63,216.84,175.63,175.63,175.76,175.76,175.76,172.11,172.11,172.11,216.84,486.85,486.85,
16-10-2015,178.45,175.09,175.09,177.82,177.82,240.23,177.82,177.82,177.82,177.82,177.82,175.09,175.09,175.07,240.23,580.78,580.78,
17-10-2015,174.13,174.27,174.27,174.4,174.4,174.4,174.4,174.4,174.4,174.4,174.4,174.27,174.27,172.93,174.4,445.38,445.38,174.4
18-10-2015,177.35,178.77,178.77,178.77,182.62,178.77,183.11,183.11,178.69,178.69,178.69,178.77,178.77,170.16,178.77,409.79,409.79,178.77
19-10-2015,228.09,274.8,274.8,274.8,293.45,282.63,293.7,294.31,201.12,201.12,201.12,271.07,271.07,160.91,285.5,352.05,352.05,
20-10-2015,227.27,275.78,275.78,278.35,327,280.42,308.63,329.77,198.29,198.29,198.29,265.4,265.4,162.89,288.38,365.78,365.78,
21-10-2015,187.36,190.77,190.77,193.71,250.87,232.53,205.42,250.87,188.17,188.17,188.17,190.74,190.74,166.8,246.33,372.26,372.26,
22-10-2015,177.89,177.52,177.52,177.52,177.52,234.42,177.52,177.52,178.04,178.04,178.04,177.52,177.52,169.65,237.68,582.99,582.99,
23-10-2015,178.21,173.9,173.9,173.9,173.9,250.86,175.05,175.05,179.41,179.41,179.41,173.9,173.9,167.98,254.75,434.17,434.17,
24-10-2015,177.84,178.55,178.55,178.55,178.55,178.55,178.55,178.55,178.55,178.55,178.55,178.55,178.55,171.25,233.95,304.29,304.29,178.55
25-10-2015,172.23,171.6,171.6,171.6,171.6,171.6,171.82,171.82,173.45,173.45,173.45,171.6,171.6,167.49,194.95,274.89,274.89,171.6
26-10-2015,198.83,217,217,261.85,268.87,263.12,261.85,268.87,191.59,191.59,191.59,203.92,203.92,175.55,269.4,347.81,347.81,
27-10-2015,200.35,206.28,206.28,236.01,238.42,260.05,231.76,238.42,195.03,195.03,195.03,206.28,206.28,181.14,265.12,345.32,345.32,
28-10-2015,198.89,201.96,201.96,201.96,201.96,298.74,201.91,201.96,195.07,195.07,195.07,201.96,201.96,184.88,298.74,339.47,339.47,
29-10-2015,219.1,218.09,218.09,266.2,321.66,306.33,328.84,328.84,194.48,194.48,194.48,217.42,217.42,181.43,306.33,358.02,358.02,
30-10-2015,203.5,199.71,199.71,264.92,271.07,288.91,265.5,274.75,196.33,196.33,196.33,198.11,198.11,180.22,296.54,337.03,337.03,
31-10-2015,185.31,185.8,185.8,185.8,185.8,186.94,185.8,185.8,185.8,185.8,185.8,185.8,185.8,183.09,267.56,287.83,287.83,186.94
01-11-2015,182.87,182.8,182.8,182.84,182.84,182.84,190.63,190.63,183.64,183.64,183.64,182.58,182.58,179.68,233.35,281.11,281.11,182.84
02-11-2015,189.54,184.33,184.33,189.73,202.7,225.33,241.78,244.82,189.93,189.93,189.93,184.22,184.22,181.86,324.38,333.49,333.49,
03-11-2015,193.28,190.8,190.8,191.62,227.47,249.92,244.64,244.64,191.71,191.71,191.71,187.28,187.28,180.69,322.48,352.41,352.41,
04-11-2015,192.66,188.75,188.75,197.87,222.92,203.74,224.5,230.15,192.26,192.26,192.26,188.75,188.75,179.28,226.03,339.94,339.94,203.74
05-11-2015,194.38,201.57,201.57,201.57,201.57,313.14,201.57,201.57,189.79,189.79,189.79,187.88,187.88,167.69,321.8,386.01,386.01,
06-11-2015,192.02,191.84,191.84,191.84,191.84,272.26,192.65,198.97,187.55,187.55,187.55,188.59,188.59,170.43,274.97,359.53,359.53,
07-11-2015,172.73,171.52,171.52,171.52,171.52,221.92,169.63,169.63,172.54,172.54,172.54,171.52,171.52,163.73,221.92,350.81,350.81,221.92
08-11-2015,167.43,165.32,165.32,165.32,165.32,217.81,118.83,118.83,170.62,170.62,170.62,164.92,164.92,156.34,217.81,298.55,298.55,217.81
09-11-2015,170.95,168.56,168.56,168.56,168.56,269.94,162.92,165.48,169.51,169.51,169.51,169.05,169.05,152.81,269.94,367.41,367.41,
10-11-2015,169.39,165.91,165.91,165.91,165.91,256.79,161.22,161.21,169.93,169.93,169.89,165.91,165.91,146.28,256.79,351,351,
11-11-2015,180.74,181.7,181.7,181.7,181.7,254.47,181.7,181.7,179.84,179.84,179.84,181.7,181.7,158.67,254.47,334.76,334.76,
12-11-2015,181.14,181.52,181.52,181.52,181.52,253.02,181.52,181.52,180.36,180.36,180.36,181.52,181.52,164.54,253.02,350.51,350.51,
13-11-2015,173.62,173.67,173.67,173.67,173.67,233.72,173.67,173.67,173.67,173.67,173.67,173.69,173.69,163.46,233.72,322.97,322.97,
14-11-2015,154.21,153.85,153.85,153.85,153.85,158.55,153.85,153.85,154.55,154.55,154.55,154.47,154.47,152.39,158.55,324.23,324.23,158.55
15-11-2015,168.97,170.22,170.22,170.22,170.22,170.22,170.22,171.47,170.1,170.1,170.1,170.22,170.22,162.89,170.22,312.17,312.17,170.22
16-11-2015,178.43,177.54,177.54,177.54,177.54,244.43,177.54,177.54,177.54,177.54,177.54,177.54,177.54,168.88,244.43,382.39,382.75,
17-11-2015,184.73,186.38,186.38,186.38,186.38,236.93,186.38,186.43,183.34,183.34,183.34,186.38,186.38,168.26,236.93,337.87,347.72,
18-11-2015,181.54,180.4,180.4,180.4,180.4,238.33,180.4,180.94,180.4,180.4,180.4,180.4,180.4,168.87,238.33,350.43,350.43,
19-11-2015,185.23,183.81,183.81,183.81,183.81,263.93,164.55,164.55,183.72,183.72,183.72,183.81,183.81,173.07,263.93,340.41,340.41,
20-11-2015,205.17,200.13,200.13,203.45,203.45,255.03,203.86,203.45,203.45,197.93,197.93,199.83,199.83,176.49,255.03,342.91,342.91,
21-11-2015,185.77,185.32,185.32,185.6,185.6,191.87,185.6,185.6,185.6,185.4,185.4,185.32,185.32,182.29,191.87,339.83,339.83,191.87
22-11-2015,181.71,182.05,182.05,182.05,182.05,184.8,181.25,182.05,182.05,181.25,181.25,182.05,182.05,180.97,184.8,313.97,313.97,184.8
23-11-2015,306.9,201.36,201.36,460.6,460.6,472.46,352.74,460.6,284.57,263.02,263.02,191.89,191.89,182.09,472.46,496.88,496.88,
24-11-2015,191.86,186.85,186.85,189.36,189.36,274.94,189.36,189.36,189.36,189.36,189.36,181.3,181.3,181.23,274.94,355.09,355.78,
25-11-2015,231.23,210.21,210.21,242.73,244.88,245.69,242.73,244.88,229.01,229.01,229.01,191.26,191.26,181.04,245.69,324.96,324.96,
26-11-2015,210.68,188.31,188.31,248.79,249.26,250.44,248.03,249.26,247.93,197.45,197.45,186.25,186.25,180.15,250.44,327.3,335.63,
27-11-2015,169.45,168.39,168.39,168.39,168.39,232.58,168.39,168.39,168.39,168.39,168.39,168.39,168.39,168.39,232.58,353.94,353.94,
28-11-2015,154.3,154.29,154.29,154.29,154.29,154.29,151.6,154.29,154.39,154.39,154.39,154.29,154.29,154.29,154.29,266.19,266.19,
29-11-2015,146.15,147.79,147.79,147.79,147.79,147.79,94.8,147.79,147.79,147.79,147.79,148.37,148.37,148.37,147.79,314.29,314.29,
30-11-2015,169.57,168.17,168.17,168.17,168.17,226.31,138.12,141.42,169.93,169.9,169.9,168.63,168.63,163.29,226.31,329.14,329.14,
01-12-2015,177.77,172.27,172.27,178.87,178.87,250.99,176.7,178.87,178.88,176.46,176.46,173.09,173.09,167.03,250.99,312.17,312.17,
02-12-2015,188.86,201.41,201.41,201.41,201.41,298.95,178.98,201.41,181.91,178.98,178.98,201.41,201.41,168.17,298.95,340.16,340.16,
03-12-2015,183.48,173.69,173.69,192.63,192.63,248.29,190.93,192.63,192.63,190.93,190.93,173.69,173.69,161.12,248.29,330.27,330.27,
04-12-2015,154.44,153.12,153.12,153.12,153.12,220.93,153.12,153.12,153.12,153.12,153.12,154.91,154.91,151.73,220.93,306.3,306.3,
05-12-2015,119.81,113.61,113.61,113.61,113.61,113.61,113.61,113.61,113.61,113.61,113.61,138.08,138.08,138.08,113.61,252.08,252.08,
06-12-2015,95.31,84.7,84.7,84.7,84.7,84.7,84.24,84.7,84.7,84.7,84.7,139.08,139.08,139.08,84.7,202.07,202.07,
07-12-2015,157.7,146.76,146.76,174.61,182.34,212.47,174.61,182.34,173.42,173.42,173.42,153.88,153.88,146.4,212.47,315.66,315.66,
08-12-2015,163.07,175.02,175.02,175.02,175.02,233.44,159.32,175.02,159.32,159.32,159.32,175.61,175.61,146.61,233.44,327.06,327.06,
09-12-2015,146.81,144.19,144.19,144.19,144.19,230.1,144.19,144.19,144.19,144.19,144.19,150.35,150.35,144.73,230.1,319.52,319.52,
10-12-2015,138.9,134.61,134.61,134.61,134.61,217.52,134.61,134.61,134.61,134.61,134.61,145.15,145.15,143.81,217.52,313.81,313.81,
11-12-2015,149.77,147.03,147.03,147.03,147.03,274.79,147.03,147.03,147.03,147.03,147.03,149.62,149.62,144.92,274.79,291.12,291.12,
12-12-2015,147.62,146.85,146.85,146.85,146.85,201.23,146.8,146.85,146.85,146.85,146.85,148.64,148.64,147.83,201.23,248.1,248.1,
13-12-2015,163.79,166.04,166.04,176.08,176.08,191.85,173.51,176.08,159.16,159.16,159.16,166.04,166.04,151.28,191.85,287.35,287.35,
14-12-2015,253.64,225.62,225.62,287.69,287.69,302.06,286.67,287.69,218.76,208.72,185.41,203.9,203.9,155.21,302.06,328.52,329,
15-12-2015,207.49,165.2,165.2,281.75,282.08,287.73,281.75,282.08,160.46,160.46,160.46,163.68,163.68,147.1,287.73,333.36,333.36,
16-12-2015,225.03,207.97,207.97,260.02,260.02,271.05,253.3,260.02,164.64,164.64,164.64,204.17,204.17,147.82,271.05,335.58,335.58,
17-12-2015,199.12,206.61,206.61,217.23,217.23,262.01,214.41,217.23,153.74,153.74,153.74,206.26,206.26,137.19,262.01,327.14,327.14,
18-12-2015,138.09,135.7,135.7,135.7,135.7,222.61,135.7,135.7,135.7,135.7,135.7,135.7,135.7,132.48,222.61,328.86,328.86,
19-12-2015,115.88,115.78,115.78,115.78,115.78,129.36,113.12,115.78,115.6,115.6,115.6,115.78,115.78,115.78,129.36,296.19,296.19,
20-12-2015,95.62,95.61,95.61,95.61,95.61,95.61,95.61,95.61,95.61,95.61,95.61,95.79,95.79,95.79,95.61,276.89,276.89,
21-12-2015,100.41,98.82,98.82,98.82,98.82,162.31,97.07,98.82,98.82,98.82,98.82,105.83,105.83,105.83,164.65,308.77,308.77,
